theory,variant,benchmark,recorded_status,benchmark_status,classification,runtime_seconds
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-complInterv3.jar-obl-8__p13358_terminationG_0.smt2,unsat,unknown,metadata-unknown,12.771637916564941
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_AProVE_2014__BMOG_CAV_12_MarkingGraphVisitor.jar-obl-11__p27759_safety_0.smt2,unsat,unknown,metadata-unknown,847.641610622406
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__simple.t2__p21467_terminationG_0.smt2,unsat,unknown,metadata-unknown,14.944097518920898
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__e-acqrel-succeed.t2__p19621_safety_0.smt2,unsat,unknown,metadata-unknown,12.614894151687622
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__polyrank5.t2__p7570_terminationG_0.smt2,unsat,unknown,metadata-unknown,48.12463688850403
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__n-37.t2__p4138_terminationG_0.smt2,unsat,unknown,metadata-unknown,3.9393789768218994
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__edn.t2__p21454_safety_0.smt2,unsat,unknown,metadata-unknown,206.34736919403076
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__edn.t2__p21437_safety_0.smt2,unsat,unknown,metadata-unknown,605.6200435161591
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__small14.t2__p23695_terminationG_0.smt2,unsat,unknown,metadata-unknown,121.07663416862488
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__byron-4.t2__p17543_terminationG_0.smt2,unsat,unknown,metadata-unknown,2.8107376098632812
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__ex16.t2_fixed__p22206_terminationG_0.smt2,unsat,unknown,metadata-unknown,1.926506519317627
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__edn.t2__p20832_safety_0.smt2,unsat,unknown,metadata-unknown,359.25254559516907
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__slayer-3.t2__p22316_terminationG_0.smt2,unsat,unknown,metadata-unknown,125.80290746688843
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13810_terminationG_0.smt2,unsat,unknown,metadata-unknown,4.841402053833008
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-cousot.jar-obl-8__p13483_terminationG_0.smt2,unsat,unknown,metadata-unknown,1036.9256381988525
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__rlft3.t2__p9085_terminationG_0.smt2,unsat,unknown,metadata-unknown,6.470847845077515
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__oct_vs_subpoly.t2__p6301_terminationG_0.smt2,unsat,unknown,metadata-unknown,22.05143165588379
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__oct_vs_subpoly.t2__p6311_terminationG_0.smt2,unsat,unknown,metadata-unknown,47.67693567276001
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_AProVE_2014__SortCount.jar-obl-10__p12262_terminationG_0.smt2,unsat,unknown,metadata-unknown,192.56462407112122
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_AProVE_2014__RandomHard.jar-obl-10__p11844_terminationG_0.smt2,unsat,unknown,metadata-unknown,53.70767068862915
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__bakery.t2__p17153_terminationG_0.smt2,unsat,unknown,metadata-unknown,53.35001873970032
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__consts2nt.t2_fixed__p18019_terminationG_0.smt2,unsat,unknown,metadata-unknown,3.521885395050049
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__consts3nt.t2__p18179_terminationG_0.smt2,unsat,unknown,metadata-unknown,4.904078722000122
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_AProVE_2014__Iterations.jar-obl-8__term_unfeasibility_0_0.smt2,unsat,unknown,metadata-unknown,4.349806785583496
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__apchild-live.t2_fixed__p16503_safety_0.smt2,unsat,unknown,metadata-unknown,16.982961654663086
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__n-9.t2__p5277_terminationG_0.smt2,unsat,unknown,metadata-unknown,13.986394166946411
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_AProVE_2014__ex03_rec.jar-obl-8__p29151_terminationG_0.smt2,unsat,unknown,metadata-unknown,74.43893265724182
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_AProVE_2014__Test7.jar-obl-11__p12943_edge_closing_0.smt2,unsat,unknown,metadata-unknown,462.53182649612427
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_AProVE_2014__mirrorInterv_rec.jar-obl-8__p10935_terminationG_0.smt2,unsat,unknown,metadata-unknown,10.415892124176025
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__rlft3.t2__p9054_terminationG_0.smt2,unsat,unknown,metadata-unknown,17.97243595123291
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__janne_complex.t2__p2276_terminationG_0.smt2,unsat,unknown,metadata-unknown,643.4402143955231
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__small04.t2__p23565_terminationG_0.smt2,unsat,unknown,metadata-unknown,33.35891079902649
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_AProVE_2014__cousot_rec.jar-obl-8__p28312_terminationG_0.smt2,unsat,unknown,metadata-unknown,2.5728540420532227
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_AProVE_2014__NO_10.jar-obl-8__p11282_terminationG_0.smt2,unsat,unknown,metadata-unknown,7.715529203414917
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_AProVE_2014__NO_12.jar-obl-8__p11387_terminationG_0.smt2,unsat,unknown,metadata-unknown,141.5061159133911
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8858_terminationG_0.smt2,unsat,unknown,metadata-unknown,24.5492742061615
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__e-acqrel-fail.t2__p19580_safety_0.smt2,unsat,unknown,metadata-unknown,0.988684892654419
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__zlib-adler32.c.t2_fixed__p25815_safety_0.smt2,unsat,unknown,metadata-unknown,3.18152117729187
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_AProVE_2014__cousot_rec.jar-obl-8__p28282_terminationG_0.smt2,unsat,unknown,metadata-unknown,2.443413019180298
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_AProVE_2014__List.jar-obl-12__p10180_safety_0.smt2,unsat,unknown,metadata-unknown,93.50038003921509
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__consts5nt.t2_fixed__p18392_terminationG_0.smt2,unsat,unknown,metadata-unknown,2.2747697830200195
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_AProVE_2014__Test7.jar-obl-11__p12928_safety_0.smt2,unsat,unknown,metadata-unknown,12.171691656112671
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__n-46.t2__p4356_terminationG_0.smt2,unsat,unknown,metadata-unknown,126.59622979164124
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_AProVE_2014__KnapsackDP.jar-obl-11__p9913_terminationG_0.smt2,unsat,unknown,metadata-unknown,2.6275298595428467
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_AProVE_2014__mirrorInterv_rec.jar-obl-8__p10940_terminationG_0.smt2,unsat,unknown,metadata-unknown,5.358713150024414
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__janne_complex.t2__p2179_terminationG_0.smt2,unsat,unknown,metadata-unknown,354.12117409706116
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__zlib-adler32.c.t2__p25963_safety_0.smt2,unsat,unknown,metadata-unknown,289.88189363479614
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__streamserver-succeed.t2__p24735_terminationG_0.smt2,unsat,unknown,metadata-unknown,55.07560467720032
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__n-12.t2__p3472_edge_closing_0.smt2,unsat,unknown,metadata-unknown,62.98762655258179
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_AProVE_2014__even_rec.jar-obl-8__p29059_terminationG_0.smt2,unsat,unknown,metadata-unknown,3.1502811908721924
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__n-21.t2__p3894_terminationG_0.smt2,unsat,unknown,metadata-unknown,229.99557757377625
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-ex01.jar-obl-8__p13563_terminationG_0.smt2,unsat,unknown,metadata-unknown,16.702274560928345
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__walk.t2__p25549_terminationG_0.smt2,unsat,unknown,metadata-unknown,332.3235983848572
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__n-7.t2_fixed__p4918_terminationG_0.smt2,unsat,unknown,metadata-unknown,26.16234803199768
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__n-7.t2__p5030_terminationG_0.smt2,unsat,unknown,metadata-unknown,139.80744981765747
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-alternDiv.jar-obl-8__p13203_edge_closing_0.smt2,unsat,unknown,metadata-unknown,1.7383532524108887
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__ruslan-benchmarks_misc_n-38.t2__p9244_terminationG_0.smt2,unsat,unknown,metadata-unknown,69.84936451911926
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__n-46.t2__p4397_terminationG_0.smt2,unsat,unknown,metadata-unknown,567.2047078609467
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__st88b-fail.t2__p24143_terminationG_0.smt2,unsat,unknown,metadata-unknown,1.9153544902801514
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__bakery.t2__p17183_terminationG_0.smt2,unsat,unknown,metadata-unknown,68.45746898651123
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-gauss.jar-obl-8__p14028_terminationG_0.smt2,unsat,unknown,metadata-unknown,1.606872320175171
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__dummy.t2__p19092_terminationG_0.smt2,unsat,unknown,metadata-unknown,7.520397424697876
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__n-37.t2__p4143_terminationG_0.smt2,unsat,unknown,metadata-unknown,7.445800304412842
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_AProVE_2014__Et1-rec.jar-obl-8__p28757_terminationG_0.smt2,unsat,unknown,metadata-unknown,388.3741064071655
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__rlft3.t2__p9125_terminationG_0.smt2,unsat,unknown,metadata-unknown,35.88873291015625
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_AProVE_2014__flip2_rec.jar-obl-8__p29648_terminationG_0.smt2,unsat,unknown,metadata-unknown,44.874900579452515
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__janne_complex.t2__p2229_terminationG_0.smt2,unsat,unknown,metadata-unknown,160.01767539978027
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_AProVE_2014__Choose.jar-obl-8__p27808_terminationG_0.smt2,unsat,unknown,metadata-unknown,2.5272774696350098
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_AProVE_2014__sumGeneric2_rec.jar-obl-8__p12300_terminationG_0.smt2,unsat,unknown,metadata-unknown,2.902855396270752
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__apchild-live.t2__p16675_safety_0.smt2,unsat,unknown,metadata-unknown,1.2357394695281982
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_AProVE_2014__KnapsackDP.jar-obl-11__p9948_edge_closing_0.smt2,unsat,unknown,metadata-unknown,40.7790002822876
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-whileBreak.jar-obl-8__p14672_terminationG_0.smt2,unsat,unknown,metadata-unknown,1.2195429801940918
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__slayer-3.t2__p22216_terminationG_0.smt2,unsat,unknown,metadata-unknown,105.21166443824768
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_AProVE_2014__Convert.jar-obl-9__p27975_edge_closing_0.smt2,unsat,unknown,metadata-unknown,3.8477022647857666
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__ppblocktermbug.t2__p7777_terminationG_0.smt2,unsat,unknown,metadata-unknown,3.169081449508667
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-trueDiv.jar-obl-8__p14530_terminationG_0.smt2,unsat,unknown,metadata-unknown,1.6086883544921875
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__slayer-3-new.t2__p21963_terminationG_0.smt2,unsat,unknown,metadata-unknown,120.73012161254883
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__n-40.t2_fixed__p4249_terminationG_0.smt2,unsat,unknown,metadata-unknown,23.009289264678955
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__consts3nt.t2_fixed__p18148_terminationG_0.smt2,unsat,unknown,metadata-unknown,1.6475257873535156
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__db2.t2_fixed__term_unfeasibility_0_0.smt2,unsat,unknown,metadata-unknown,479.7838604450226
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_AProVE_2014__TypeSwitch.jar-obl-8__p13081_terminationG_0.smt2,unsat,unknown,metadata-unknown,135.55421209335327
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_AProVE_2014__Count.jar-obl-10__p28178_edge_closing_0.smt2,unsat,unknown,metadata-unknown,519.070202589035
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__small03.t2__p23524_terminationG_0.smt2,unsat,unknown,metadata-unknown,12.439142942428589
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__streamserver-succeed.t2__p24810_terminationG_0.smt2,unsat,unknown,metadata-unknown,74.9600510597229
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__slayer-n1.t2__p23156_terminationG_0.smt2,unsat,unknown,metadata-unknown,1077.6600968837738
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__small03.t2__p23529_terminationG_0.smt2,unsat,unknown,metadata-unknown,23.9635009765625
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_AProVE_2014__LogMult.jar-obl-8__p10284_terminationG_0.smt2,unsat,unknown,metadata-unknown,6.21138858795166
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__neg-e-acqrel-fail.t2__p6038_safety_0.smt2,unsat,unknown,metadata-unknown,1.0614557266235352
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__edn.t2__p20820_safety_0.smt2,unsat,unknown,metadata-unknown,492.73027539253235
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13825_terminationG_0.smt2,unsat,unknown,metadata-unknown,4.378753662109375
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__janne_complex.t2__p2270_terminationG_0.smt2,unsat,unknown,metadata-unknown,504.40798258781433
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__edn.t2__p21441_safety_0.smt2,unsat,unknown,metadata-unknown,591.7483599185944
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__ppblocktermbug.t2__p7782_terminationG_0.smt2,unsat,unknown,metadata-unknown,3.2753593921661377
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_AProVE_2014__Convert.jar-obl-9__p27971_terminationG_0.smt2,unsat,unknown,metadata-unknown,5.043645620346069
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__polyrank5.t2__p7575_terminationG_0.smt2,unsat,unknown,metadata-unknown,40.90132284164429
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__zlib-adler32.c.t2__p25935_safety_0.smt2,unsat,unknown,metadata-unknown,11.392837524414062
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__slayer-3.t2__p22294_terminationG_0.smt2,unsat,unknown,metadata-unknown,121.5006308555603
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__zlib-adler32.c.t2__p26045_safety_0.smt2,unsat,unknown,metadata-unknown,41.060675621032715
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__rlft3.t2__p9075_terminationG_0.smt2,unsat,unknown,metadata-unknown,3.192147970199585
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__s1-striped.t2__p14965_safety_0.smt2,unsat,unknown,metadata-unknown,125.39459204673767
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__n-3a.t2_fixed__p4167_edge_closing_0.smt2,unsat,unknown,metadata-unknown,248.76306867599487
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__consts3nt.t2__p18170_terminationG_0.smt2,unsat,unknown,metadata-unknown,5.8243982791900635
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__n-46.t2__p4361_terminationG_0.smt2,unsat,unknown,metadata-unknown,58.75280237197876
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__apchild-live.t2_fixed__p16583_safety_0.smt2,unsat,unknown,metadata-unknown,16.51176881790161
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__n-18.t2__p3712_terminationG_0.smt2,unsat,unknown,metadata-unknown,2.009549856185913
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_AProVE_2014__Shuffle.jar-obl-10__p12070_edge_closing_0.smt2,unsat,unknown,metadata-unknown,4.726649045944214
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__test_byron_2.t2__p24971_safety_0.smt2,unsat,unknown,metadata-unknown,1.004185438156128
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__prime.t2_fixed__p8276_terminationG_0.smt2,unsat,unknown,metadata-unknown,1.3305344581604004
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__edn.t2__p20419_safety_0.smt2,unsat,unknown,metadata-unknown,1161.1960332393646
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__apchildlive-succeed.t2_fixed__p16394_safety_0.smt2,unsat,unknown,metadata-unknown,8.219524145126343
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__prime.t2_fixed__p8271_terminationG_0.smt2,unsat,unknown,metadata-unknown,1.3985130786895752
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__randomwalk.t2__p8439_terminationG_0.smt2,unsat,unknown,metadata-unknown,44.68244981765747
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8792_terminationG_0.smt2,unsat,unknown,metadata-unknown,4.274961709976196
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8927_terminationG_0.smt2,unsat,unknown,metadata-unknown,29.648945331573486
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_AProVE_2014__BMOG_CAV_12_MarkingGraphVisitor.jar-obl-11__p27764_terminationG_0.smt2,unsat,unknown,metadata-unknown,114.22384881973267
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-complInterv.jar-obl-8__p13404_terminationG_0.smt2,unsat,unknown,metadata-unknown,13.259099245071411
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__s1-striped.t2_fixed__p11279_safety_0.smt2,unsat,unknown,metadata-unknown,320.2266001701355
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__n-7.t2__p5109_terminationG_0.smt2,unsat,unknown,metadata-unknown,0.5102648735046387
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__apchild-accepted-fail.t2_fixed__p15860_safety_0.smt2,unsat,unknown,metadata-unknown,32.08001232147217
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__ruslan-benchmarks_misc_n-38.t2__p9223_terminationG_0.smt2,unsat,unknown,metadata-unknown,35.51495146751404
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_AProVE_2014__TerminatorRec04.jar-obl-9__p12625_terminationG_0.smt2,unsat,unknown,metadata-unknown,10.863589525222778
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_AProVE_2014__cousot_rec.jar-obl-8__p28272_terminationG_0.smt2,unsat,unknown,metadata-unknown,2.4595727920532227
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__small35.t2__p24005_terminationG_0.smt2,unsat,unknown,metadata-unknown,4.052137851715088
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__ruslan-benchmarks_misc_n-38.t2__p9232_terminationG_0.smt2,unsat,unknown,metadata-unknown,85.60443186759949
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__n-16a.t2__p3626_terminationG_0.smt2,unsat,unknown,metadata-unknown,4.607527732849121
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__ex2.t2_fixed__p22444_terminationG_0.smt2,unsat,unknown,metadata-unknown,150.20496320724487
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__edn.t2__p20994_safety_0.smt2,unsat,unknown,metadata-unknown,217.75559997558594
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.fixed.t2__p32620_safety_0.smt2,unsat,unknown,metadata-unknown,6.981870889663696
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__nakata.t2__p5319_terminationG_0.smt2,unsat,unknown,metadata-unknown,510.4675118923187
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__wrong_loop.t2__p25737_terminationG_0.smt2,unsat,unknown,metadata-unknown,85.39221334457397
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__edn.t2__p19937_safety_0.smt2,unsat,unknown,metadata-unknown,754.3524417877197
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__n-21.t2__p3905_terminationG_0.smt2,unsat,unknown,metadata-unknown,138.96835708618164
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__n-7.t2_fixed__p4898_terminationG_0.smt2,unsat,unknown,metadata-unknown,18.135902404785156
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__edn.t2__p21132_safety_0.smt2,unsat,unknown,metadata-unknown,376.0129373073578
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__edn.t2__p19871_safety_0.smt2,unsat,unknown,metadata-unknown,502.2399957180023
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-whileIncr.jar-obl-8__p14698_terminationG_0.smt2,unsat,unknown,metadata-unknown,1.904259443283081
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__rlft3.t2__p9090_terminationG_0.smt2,unsat,unknown,metadata-unknown,5.256015777587891
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__small02.t2__p23496_terminationG_0.smt2,unsat,unknown,metadata-unknown,14.826887130737305
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__janne_complex.t2__p2234_terminationG_0.smt2,unsat,unknown,metadata-unknown,3.9015047550201416
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_AProVE_2014__FlattenTreeListRec.jar-obl-10__p29595_terminationG_0.smt2,unsat,unknown,metadata-unknown,306.5684497356415
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_AProVE_2014__cousot_rec.jar-obl-8__p28287_terminationG_0.smt2,unsat,unknown,metadata-unknown,2.3441810607910156
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-whilePart.jar-obl-8__p14818_safety_0.smt2,unsat,unknown,metadata-unknown,49.55867123603821
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__small15.t2__p23746_terminationG_0.smt2,unsat,unknown,metadata-unknown,52.03157687187195
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__rlft3.t2__p9140_terminationG_0.smt2,unsat,unknown,metadata-unknown,18.259711503982544
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__e-acqrel-fail.t2__p19581_safety_0.smt2,unsat,unknown,metadata-unknown,10.861189603805542
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__agafp.t2_fixed__p15542_terminationG_0.smt2,unsat,unknown,metadata-unknown,32.11335778236389
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_AProVE_2014__alternDivWide_rec.jar-obl-8__p27606_edge_closing_0.smt2,unsat,unknown,metadata-unknown,3.341521978378296
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__p-33.t2__p6496_terminationG_0.smt2,unsat,unknown,metadata-unknown,16.88659930229187
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_AProVE_2014__even_rec.jar-obl-8__p29060_terminationG_0.smt2,unsat,unknown,metadata-unknown,31.007225275039673
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_AProVE_2014__AProVE12-cyclic-Visit.jar-obl-9__p27679_terminationG_0.smt2,unsat,unknown,metadata-unknown,11.707795858383179
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__streamserver-succeed.t2__p24805_terminationG_0.smt2,unsat,unknown,metadata-unknown,79.15717339515686
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_AProVE_2014__MainDelete.jar-obl-10__p10382_safety_0.smt2,unsat,unknown,metadata-unknown,58.33698391914368
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__small16.t2__p23818_edge_closing_0.smt2,unsat,unknown,metadata-unknown,5.342405557632446
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_AProVE_2014__Matrix.jar-obl-16__p10850_edge_closing_0.smt2,sat,unknown,metadata-unknown,77.4060308933258
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__zlib-adler32.c.t2__p26061_safety_0.smt2,unsat,unknown,metadata-unknown,216.97658109664917
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_T2__test_byron_2.t2__p24972_safety_0.smt2,unsat,unknown,metadata-unknown,13.072420835494995
QF_NIA,no_clause_reduction,/20170427-VeryMax/ITS/From_AProVE_2014__Flatten.jar-obl-10__p29401_terminationG_0.smt2,unsat,unknown,metadata-unknown,346.49239206314087
