theory,variant,comparison_scope,direction,benchmark,full_status,variant_status,full_runtime_seconds,variant_runtime_seconds
QF_LIA,no_clause_reduction,complete-full-list,full-only,/arctic-matrix/constraint-3187060.smt2,sat,timeout,959.5711188316345,1200.00692653656
QF_LIA,no_clause_reduction,complete-full-list,full-only,/arctic-matrix/constraint-551279.smt2,sat,timeout,626.0976152420044,1200.0161950588226
QF_LIA,no_clause_reduction,complete-full-list,full-only,/convert/convert-jpg2gif-query-1599.smt2,sat,timeout,1.165031909942627,1200.0150983333588
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass/prp-15-50.smt2,unsat,timeout,381.9456470012665,1200.0055758953094
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-13-50.smt2,sat,timeout,607.2483479976654,1200.0138719081879
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-14-48.smt2,sat,timeout,738.943915605545,1200.0177218914032
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-14-49.smt2,sat,timeout,1165.2673568725586,1200.0162613391876
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-14-50.smt2,sat,timeout,833.6801223754883,1200.000804901123
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-16-44.smt2,sat,timeout,464.1765122413635,1200.0075731277466
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-16-46.smt2,sat,timeout,560.5931074619293,1200.0153715610504
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-16-48.smt2,sat,timeout,613.1619777679443,1200.0141866207123
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-16-49.smt2,sat,timeout,706.1403152942657,1200.0082471370697
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-16-50.smt2,sat,timeout,810.0457081794739,1200.0165498256683
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-17-47.smt2,sat,timeout,629.1409718990326,1200.0024673938751
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-18-49.smt2,sat,timeout,642.674488067627,1200.0156779289246
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-18-50.smt2,sat,timeout,569.9306244850159,1200.0317635536194
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-19-49.smt2,sat,timeout,578.7032544612885,1200.0272343158722
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-19-50.smt2,sat,timeout,748.5111944675446,1200.0162715911865
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-20-50.smt2,sat,timeout,957.7929449081421,1200.0156881809235
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-22-50.smt2,sat,timeout,732.2697968482971,1200.0117111206055
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-24-48.smt2,sat,timeout,751.1954162120819,1200.015252828598
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-24-50.smt2,sat,timeout,829.4806261062622,1200.0081725120544
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-25-46.smt2,sat,timeout,395.4581370353699,1200.0137009620667
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-25-49.smt2,sat,timeout,588.4272873401642,1200.0054094791412
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-25-50.smt2,sat,timeout,612.2312474250793,1200.0099408626556
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-27-48.smt2,sat,timeout,811.0586812496185,1200.022756576538
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-27-49.smt2,sat,timeout,1046.5742931365967,1200.0014491081238
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-27-50.smt2,sat,timeout,824.184680223465,1200.0031678676605
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-28-48.smt2,sat,timeout,1087.3507866859436,1200.0008573532104
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-28-49.smt2,sat,timeout,638.2931318283081,1200.0009124279022
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-28-50.smt2,sat,timeout,1025.5966112613678,1200.001492023468
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-29-44.smt2,sat,timeout,510.1981363296509,1200.0008425712585
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-29-50.smt2,sat,timeout,1101.846347808838,1200.0157322883606
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-30-49.smt2,sat,timeout,562.2242674827576,1200.0154304504395
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-30-50.smt2,sat,timeout,697.3441407680511,1200.015188217163
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-32-46.smt2,sat,timeout,660.7707643508911,1200.003651857376
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-32-47.smt2,sat,timeout,662.1567323207855,1200.0124101638794
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-32-48.smt2,sat,timeout,660.9930446147919,1200.015208721161
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-32-49.smt2,sat,timeout,905.0826737880707,1200.015062570572
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-32-50.smt2,sat,timeout,1037.4896783828735,1200.014317035675
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-33-48.smt2,sat,timeout,925.7039499282837,1200.0138564109802
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-33-49.smt2,sat,timeout,738.9748890399933,1200.0008068084717
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-33-50.smt2,sat,timeout,607.0179426670074,1200.014971256256
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-34-47.smt2,sat,timeout,845.481098651886,1200.0104658603668
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-34-49.smt2,sat,timeout,778.2897834777832,1200.0161712169647
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-34-50.smt2,sat,timeout,1054.698975801468,1200.012663602829
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-35-46.smt2,unsat,timeout,1030.9614555835724,1200.0046195983887
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-36-45.smt2,sat,timeout,554.5817160606384,1200.0159893035889
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-36-47.smt2,sat,timeout,1108.770503282547,1200.013653755188
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-36-49.smt2,sat,timeout,906.1914119720459,1200.003344297409
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-36-50.smt2,sat,timeout,853.7642512321472,1200.0070095062256
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-37-47.smt2,unsat,timeout,936.4639456272125,1200.000947713852
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-38-47.smt2,sat,timeout,644.6610376834869,1200.0139982700348
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-38-48.smt2,sat,timeout,1039.781082868576,1200.0079202651978
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-38-49.smt2,sat,timeout,765.988080739975,1200.0130624771118
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-39-45.smt2,sat,timeout,560.2842557430267,1200.010945558548
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-39-46.smt2,sat,timeout,732.8604438304901,1200.0176033973694
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-39-47.smt2,sat,timeout,929.431578874588,1200.0189399719238
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-39-48.smt2,sat,timeout,906.6777715682983,1200.017838716507
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-39-49.smt2,sat,timeout,1154.9247767925262,1200.0289027690887
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-4-49.smt2,sat,timeout,832.1716644763947,1200.0154547691345
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-40-47.smt2,sat,timeout,823.1182715892792,1200.0046346187592
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-40-48.smt2,sat,timeout,791.1143417358398,1200.0103557109833
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-40-49.smt2,sat,timeout,1047.0571568012238,1200.021698474884
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-40-50.smt2,sat,timeout,919.0175914764404,1200.0008475780487
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-41-45.smt2,sat,timeout,613.0113823413849,1200.029978275299
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-41-47.smt2,sat,timeout,1093.8158388137817,1200.0153169631958
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-41-48.smt2,sat,timeout,1078.9350686073303,1200.01122879982
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-42-45.smt2,sat,timeout,658.0185010433197,1200.0119650363922
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-42-47.smt2,sat,timeout,1094.2947413921356,1200.0061209201813
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-42-49.smt2,sat,timeout,1125.8843371868134,1200.0040035247803
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-42-50.smt2,sat,timeout,1153.2500026226044,1200.0162587165833
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-43-46.smt2,sat,timeout,790.9893412590027,1200.0032227039337
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-43-47.smt2,sat,timeout,639.2063398361206,1200.0097832679749
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-43-48.smt2,sat,timeout,718.8798282146454,1200.0166475772858
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-43-49.smt2,sat,timeout,1025.2651932239532,1200.0048804283142
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-44-44.smt2,unsat,timeout,654.5423390865326,1200.000877380371
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-44-48.smt2,sat,timeout,796.1411461830139,1200.0007994174957
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-44-50.smt2,sat,timeout,946.7867374420166,1200.0159850120544
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-45-44.smt2,unsat,timeout,508.08951020240784,1200.007975578308
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-45-46.smt2,sat,timeout,644.6624045372009,1200.0308978557587
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-45-47.smt2,sat,timeout,1056.8771283626556,1200.0156581401825
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-45-48.smt2,sat,timeout,1018.9180116653442,1200.0278325080872
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-45-49.smt2,sat,timeout,1188.3485918045044,1200.0128238201141
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-46-48.smt2,sat,timeout,784.881462097168,1200.0206689834595
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-46-49.smt2,sat,timeout,1055.1029181480408,1200.010171175003
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-47-45.smt2,sat,timeout,682.3240423202515,1200.0079474449158
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-47-47.smt2,sat,timeout,1006.4028599262238,1200.0018141269684
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-47-48.smt2,sat,timeout,972.0372178554535,1200.0126218795776
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-47-49.smt2,sat,timeout,849.9085776805878,1200.0028564929962
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-48-47.smt2,sat,timeout,906.7214872837067,1212.0117683410645
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-48-48.smt2,unsat,timeout,1139.3438379764557,1200.0138623714447
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-48-49.smt2,sat,timeout,853.3548316955566,1200.015165090561
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-49-46.smt2,unsat,timeout,451.06528544425964,1200.0137014389038
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-49-47.smt2,sat,timeout,1112.793152332306,1200.0046498775482
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-49-48.smt2,unsat,timeout,1131.5031752586365,1200.0040829181671
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-5-48.smt2,sat,timeout,772.096204996109,1200.0269515514374
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-5-49.smt2,sat,timeout,690.2797892093658,1200.0258316993713
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-5-50.smt2,sat,timeout,1114.5424666404724,1200.0103933811188
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-50-45.smt2,unsat,timeout,578.6003987789154,1200.012324333191
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-50-47.smt2,sat,timeout,620.1022388935089,1200.0081763267517
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-50-49.smt2,sat,timeout,1146.0239419937134,1200.0008344650269
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-51-45.smt2,unsat,timeout,581.8232042789459,1200.0176076889038
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-51-48.smt2,unsat,timeout,874.4071755409241,1200.0222098827362
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-51-49.smt2,sat,timeout,1068.768767118454,1200.0064544677734
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-52-47.smt2,unsat,timeout,684.9260263442993,1200.0008594989777
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-52-48.smt2,unsat,timeout,833.3041570186615,1200.025162935257
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-52-50.smt2,unsat,timeout,970.0586109161377,1200.019478559494
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-53-48.smt2,unsat,timeout,1121.580046415329,1200.0008413791656
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-53-49.smt2,unsat,timeout,1074.5910332202911,1200.0041177272797
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-53-50.smt2,unsat,timeout,952.6745173931122,1200.0143265724182
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-54-47.smt2,unsat,timeout,636.58611536026,1200.0113878250122
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-54-48.smt2,sat,timeout,749.7263076305389,1200.0106494426727
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-55-47.smt2,unsat,timeout,904.0944776535034,1200.0204019546509
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-55-48.smt2,unsat,timeout,991.3404221534729,1200.0202486515045
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-55-49.smt2,unsat,timeout,763.3667371273041,1200.0231721401215
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-55-50.smt2,unsat,timeout,924.3389155864716,1200.0008597373962
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-56-48.smt2,unsat,timeout,731.3925311565399,1200.0149431228638
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-56-50.smt2,sat,timeout,1151.8646397590637,1200.0370128154755
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-57-47.smt2,unsat,timeout,826.2936000823975,1200.0078690052032
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-57-48.smt2,unsat,timeout,607.2715022563934,1200.004328250885
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-57-49.smt2,unsat,timeout,811.4394385814667,1200.0146026611328
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-57-50.smt2,unsat,timeout,873.3541717529297,1200.0126705169678
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-58-47.smt2,unsat,timeout,743.6620585918427,1200.012092590332
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-58-50.smt2,unsat,timeout,637.2641220092773,1200.0213694572449
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-59-49.smt2,unsat,timeout,820.4771153926849,1200.003962278366
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-60-49.smt2,unsat,timeout,915.155410528183,1200.007243156433
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-60-50.smt2,unsat,timeout,797.622477054596,1200.0008492469788
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-61-49.smt2,unsat,timeout,632.9946031570435,1200.0197219848633
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-61-50.smt2,unsat,timeout,1021.9229571819305,1200.0155098438263
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-62-50.smt2,unsat,timeout,936.4279716014862,1200.0013399124146
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-7-46.smt2,sat,timeout,428.7359082698822,1200.0204980373383
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-7-47.smt2,sat,timeout,722.7331519126892,1200.0158653259277
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-7-48.smt2,sat,timeout,919.651698589325,1200.0144698619843
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-7-49.smt2,sat,timeout,804.5945823192596,1200.0171570777893
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-7-50.smt2,sat,timeout,1027.9766070842743,1200.0092015266418
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-8-46.smt2,sat,timeout,553.0253384113312,1200.0089910030365
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-8-48.smt2,sat,timeout,727.2548449039459,1200.0092458724976
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-8-49.smt2,sat,timeout,1048.5637068748474,1200.0150711536407
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/checkpass_pwd/prp-8-50.smt2,sat,timeout,1125.1258392333984,1200.0068621635437
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/getoption_directories/prp-8-50.smt2,sat,timeout,256.99100160598755,1200.054223537445
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/getoption_user/prp-0-47.smt2,sat,timeout,428.75487899780273,1286.09445977211
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/getoption_user/prp-0-50.smt2,sat,wrapper-timeout,712.3871994018555,1200
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/getoption_user/prp-1-47.smt2,sat,timeout,411.18696308135986,1200.0039944648743
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/getoption_user/prp-1-48.smt2,sat,wrapper-timeout,731.7243325710297,1200
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/getoption_user/prp-1-50.smt2,sat,timeout,598.4879925251007,1200.0100371837616
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/getoption_user/prp-10-48.smt2,unsat,timeout,159.66161584854126,1200.0066301822662
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/getoption_user/prp-10-49.smt2,unsat,timeout,234.08556413650513,1200.4957373142242
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/getoption_user/prp-10-50.smt2,unsat,timeout,219.8114790916443,1200.016403913498
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/getoption_user/prp-11-50.smt2,unsat,wrapper-timeout,296.9848802089691,1200
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/getoption_user/prp-12-47.smt2,sat,timeout,448.56819248199463,1442.4721438884735
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/getoption_user/prp-12-48.smt2,sat,timeout,375.14245653152466,1270.9268774986267
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/getoption_user/prp-12-49.smt2,sat,timeout,479.2008304595947,1200.0116248130798
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/getoption_user/prp-12-50.smt2,sat,timeout,588.4317457675934,1429.5635361671448
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/getoption_user/prp-13-50.smt2,unsat,wrapper-timeout,267.30437088012695,1200
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/getoption_user/prp-14-46.smt2,sat,timeout,297.5541265010834,1299.8000664710999
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/getoption_user/prp-14-50.smt2,sat,timeout,369.0356676578522,1398.9564263820648
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/getoption_user/prp-15-46.smt2,sat,timeout,265.9680995941162,1489.268988609314
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/getoption_user/prp-15-48.smt2,sat,timeout,279.2258517742157,1351.2347269058228
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/getoption_user/prp-15-49.smt2,sat,timeout,517.069269657135,1200.0461723804474
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/getoption_user/prp-15-50.smt2,sat,timeout,422.95945835113525,1247.3856036663055
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/getoption_user/prp-17-50.smt2,unsat,wrapper-timeout,213.24360132217407,1200
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/getoption_user/prp-18-48.smt2,sat,timeout,429.640611410141,1249.8269970417023
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/getoption_user/prp-18-49.smt2,sat,timeout,389.8906760215759,1400.6230990886688
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/getoption_user/prp-18-50.smt2,sat,wrapper-timeout,508.6243431568146,1200
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/getoption_user/prp-2-47.smt2,unsat,timeout,337.07874393463135,1200.0140364170074
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/getoption_user/prp-2-49.smt2,unsat,timeout,334.0987584590912,1200.0090692043304
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/getoption_user/prp-20-46.smt2,sat,timeout,184.2038130760193,1418.965038061142
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/getoption_user/prp-20-48.smt2,sat,wrapper-timeout,218.48644042015076,1200
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/getoption_user/prp-20-49.smt2,sat,wrapper-timeout,267.6772756576538,1200
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/getoption_user/prp-20-50.smt2,sat,timeout,642.2044632434845,1200.0299232006073
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/getoption_user/prp-21-48.smt2,sat,timeout,467.4407684803009,1271.8089706897736
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/getoption_user/prp-21-49.smt2,sat,timeout,415.4807233810425,1200.0083224773407
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/getoption_user/prp-21-50.smt2,sat,wrapper-timeout,603.7405910491943,1200
QF_LIA,no_clause_reduction,complete-full-list,full-only,/nec-smt/large/getoption_user/prp-23-49.smt2,unsat,timeout,326.2945864200592,1200.0132491588593
